"address/city","address/community","address/neighborhood","address/state","address/streetAddress","address/subdivision","address/zipcode","bathrooms","bedrooms","currency","description","homeStatus","latitude","livingArea","longitude","photos/0","photos/1","photos/2","photos/3","photos/4","photos/5","photos/6","photos/7","photos/8","photos/9","photos/10","photos/11","photos/12","photos/13","photos/14","photos/15","photos/16","photos/17","photos/18","photos/19","photos/20","photos/21","photos/22","photos/23","photos/24","photos/25","photos/26","photos/27","photos/28","photos/29","photos/30","photos/31","photos/32","photos/33","photos/34","photos/35","photos/36","photos/37","photos/38","photos/39","photos/40","photos/41","photos/42","photos/43","photos/44","photos/45","photos/46","photos/47","photos/48","photos/49","photos/50","photos/51","photos/52","photos/53","photos/54","photos/55","photos/56","photos/57","photos/58","photos/59","photos/60","photos/61","photos/62","photos/63","photos/64","photos/65","photos/66","photos/67","photos/68","photos/69","photos/70","photos/71","photos/72","photos/73","photos/74","photos/75","photos/76","photos/77","photos/78","photos/79","photos/80","photos/81","photos/82","photos/83","photos/84","photos/85","photos/86","photos/87","photos/88","photos/89","photos/90","photos/91","photos/92","photos/93","photos/94","photos/95","photos/96","photos/97","photos/98","photos/99","photos/100","photos/101","photos/102","photos/103","price","url","yearBuilt"
"Wildwood",,,"NJ","515-525 W Burk Ave",,"08260","0",,"USD","180 Ft. of water front property. with 12 boat slips.  Zoned for residential construction.  This package includes 525 burke  single family home.  This properties is vacant and can be torn down and added to this project.   At one time the owner had approvals to build 8 townhomes.  Water and Sewer are already at the property.  Seller makes no representation on what can be built on lot.  Buyer must perform all due diligence with  State of NJ and city of Wildwood.  One of the owners is a NJ licensed Real Estate Agent. COPIES OF ALL 3 BUILDINGS THAT WERE APPROVED TO BE BUILT. APPROVALS HAVE EXPIRED. ASK AGENT FOR COPIES OF ALL 3 UNITS","FOR_SALE","38.991722",,"-74.830086","https://photos.zillowstatic.com/fp/ea6f405392a45d1d28a2c0aa69d77df6-p_d.jpg","https://photos.zillowstatic.com/fp/4847111253e971bdc0c1ddd614acc096-p_d.jpg","https://photos.zillowstatic.com/fp/09a01b87ed8d74b99da9c6f037438234-p_d.jpg","https://photos.zillowstatic.com/fp/f3d815cfcbb062453f914c5137e36acc-p_d.jpg","https://photos.zillowstatic.com/fp/d48cd1d5e3686d90830d286e638560e6-p_d.jpg","https://photos.zillowstatic.com/fp/a7da376ee9e9cd3a17cf1af8d5c7af03-p_d.jpg","https://photos.zillowstatic.com/fp/3254cb826456d91484e4bbf367b46932-p_d.jpg","https://photos.zillowstatic.com/fp/570ca4c95cfed0ce586d882ab53a85d2-p_d.jpg","https://photos.zillowstatic.com/fp/8ca875ba08e8b5f13e5340ec8d890024-p_d.jpg","https://photos.zillowstatic.com/fp/0bc61d3076c78bb93c730f37f40debdd-p_d.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2300900","https://www.zillow.com/homedetails/515-525-W-Burk-Ave-Wildwood-NJ-08260/2075579237_zpid/",
"Brigantine",,,"NJ","111 11th St S",,"08203","4","4","USD","New Construction  3400 SF Home with Elevator. This home features 4 Bedrooms, 4 Full Baths with 2 Bonus Rooms on the Ground Floor, with Large Garage  Beautiful gourmet kitchen and Large center Island. There is a  spacious family room with fireplace and separate dinning room. Large decks to enjoy the outdoors. You can also build the three story model 5-6 bedrooms  4 bath with magnificent master bedroom and third floor open living area with large decks. $1,215,000   Model home available for your preview.","FOR_SALE","39.40619","2400","-74.373","https://photos.zillowstatic.com/fp/cceceadb20d4b5a89bdb1f4c93a8dcb4-p_d.jpg","https://photos.zillowstatic.com/fp/f17720f1916672d49a0aa0b535cb7c69-p_d.jpg","https://photos.zillowstatic.com/fp/63f25e6e60c0e28aa6967e1877db2796-p_d.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1215000","https://www.zillow.com/homedetails/111-11th-St-S-Brigantine-NJ-08203/37779055_zpid/","2019"
"Hoboken",,,"NJ","812 Grand St APT 214",,"07030","2","2","USD","Fantastic 2 bed/2 bath condo in the always popular Huntington building. This true 2 bedroom unit is a rare find and offers a renovated kitchen with stainless steel appliances, custom backsplash, quartz Silestone countertops and breakfast bar. The oversized living room has ample space for dining and a bright, Eastern exposure. Both bedrooms are a good size, with the large, primary bedroom featuring an en suite bathroom and plentiful closet space. Other great features include central a/c hardwood floors throughout, in home laundry, NEST thermostat system, recessed lighting and a deeded, garage parking spot. The hot water heater, w/d and HVAC were all replaced in the last 12-24 months. The Huntington is a steel and concrete building complete with an elevator, exercise room and a landscaped courtyard. Ideally located, only steps to Columbus Park and a few blocks to shops, restaurants, the Light Rail and bus to NYC.","FOR_SALE","40.74816","1187","-74.03371","https://photos.zillowstatic.com/fp/173d65794d942b8a51e0a071d546db61-p_d.jpg","https://photos.zillowstatic.com/fp/dd4e0b0d6663e34f451f68e61bec00c6-p_d.jpg","https://photos.zillowstatic.com/fp/2f90e1d398640c3912bb02739ed8159d-p_d.jpg","https://photos.zillowstatic.com/fp/88e91c1f42dc83cc2390b29c62f7f6fe-p_d.jpg","https://photos.zillowstatic.com/fp/3f2150e417d8909b20b16dbf48f4d0eb-p_d.jpg","https://photos.zillowstatic.com/fp/4f0784f856595d2b7d33ae6fb2dc6ed6-p_d.jpg","https://photos.zillowstatic.com/fp/b8078e9c4e6126fc29f9c0c394455f05-p_d.jpg","https://photos.zillowstatic.com/fp/88399e50e0e71fdb6617c52235a295b1-p_d.jpg","https://photos.zillowstatic.com/fp/6871e7ac1088435facb5d5b7dfb4757f-p_d.jpg","https://photos.zillowstatic.com/fp/23ce33b0df2a60247e54f9c13a540687-p_d.jpg","https://photos.zillowstatic.com/fp/fbcab39f60b2758acfb433823c7cb66d-p_d.jpg","https://photos.zillowstatic.com/fp/6936f250f126e54eeeb84d1fd1e93ba0-p_d.jpg","https://photos.zillowstatic.com/fp/2441f75451cfbd5c5e55589c7fae9fc3-p_d.jpg","https://photos.zillowstatic.com/fp/3eb405cb60965603ac1cf5f80b076b08-p_d.jpg","https://photos.zillowstatic.com/fp/b32150b26023a4eabf16e389e1a37a17-p_d.jpg","https://photos.zillowstatic.com/fp/7d9e9cb3c75ab090f0727a6a023c6fe7-p_d.jpg","https://photos.zillowstatic.com/fp/0b33497b89e32bd9f1e53875b8fb2385-p_d.jpg","https://photos.zillowstatic.com/fp/eace74d51fcdcdc7bddb897660ee7a9a-p_d.jpg","https://photos.zillowstatic.com/fp/65fca979a14ffdc75ff2b927eecff472-p_d.jpg","https://photos.zillowstatic.com/fp/b19ff59ab163ef5442f3575dbbc0b9b4-p_d.jpg","https://photos.zillowstatic.com/fp/0a8f3f2033522d7b9331d37ce0c75165-p_d.jpg","https://photos.zillowstatic.com/fp/19c39e9e5468241256cff42d7727ca1c-p_d.jpg","https://photos.zillowstatic.com/fp/f415207e799ca4152dfa4d62745f16d4-p_d.jpg","https://photos.zillowstatic.com/fp/d574dcddff860fa29bddfd152a868a4d-p_d.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"799000","https://www.zillow.com/homedetails/812-Grand-St-APT-214-Hoboken-NJ-07030/66466297_zpid/","2004"
"Mantoloking",,,"NJ","438 Route 35 N UNIT 3105",,"08738","2","2","USD","Step right out to the beach from this one of a kind, OCEANFRONT, first floor 2 bedroom, 2 full bathroom unit with private open porch. Completely renovated in 2014, no expenses were spared with top line finishes, appliances, and amenities. The fabulous gourmet kitchen features granite counters, a sub-zero refrigerator and wine cooler, a stainless steel Viking range and microwave, a Fisher Paykel dishwasher, and a spacious pantry closet. The expanded main bathroom features an extra large shower and a double sink vanity. The master bedroom has a large slider to porch, a private master bathroom, and walk-in closet. Perfect for year-round visits to the shore with radiant floor heating. Complex features huge heated Olympic-sized heated pool, kiddie pool, newly renovated community room, and private guarded beach! Includes 8 beach/pool badges and 2 parking passes.","FOR_SALE","40.008472",,"-74.05741","https://photos.zillowstatic.com/fp/7cfbe4cdddf897d4e2990eee382c074e-p_d.jpg","https://photos.zillowstatic.com/fp/72c8ec9935dcc24ff2125eb3e403e3d2-p_d.jpg","https://photos.zillowstatic.com/fp/2336730bb7face552d7bf887702a3cc2-p_d.jpg","https://photos.zillowstatic.com/fp/54561bd262b500ca55a2afa4b5a5677a-p_d.jpg","https://photos.zillowstatic.com/fp/12c2a10fa9375fc76d32ca83346567d3-p_d.jpg","https://photos.zillowstatic.com/fp/bcdde1acce86b6695d998badbfa9d9c0-p_d.jpg","https://photos.zillowstatic.com/fp/d186304bb66a482030f577413c53ad2e-p_d.jpg","https://photos.zillowstatic.com/fp/9c9531f0429c239096b639acc5a431f1-p_d.jpg","https://photos.zillowstatic.com/fp/823cc7c2f79c3244abdb8c8fbbc01342-p_d.jpg","https://photos.zillowstatic.com/fp/fabff97106974be7fbfaccb0925f2c24-p_d.jpg","https://photos.zillowstatic.com/fp/211a9140aad2b2c0e82b473821bee90b-p_d.jpg","https://photos.zillowstatic.com/fp/ff4e44e7c1ef43b5a058d3fc92c140f0-p_d.jpg","https://photos.zillowstatic.com/fp/5d3edd37ae4fad534d940032759d09dd-p_d.jpg","https://photos.zillowstatic.com/fp/5c9161b1765bf99cd3d85383eb1f2f44-p_d.jpg","https://photos.zillowstatic.com/fp/71916e3e09982402bd13e8f0961c7952-p_d.jpg","https://photos.zillowstatic.com/fp/efb117c1344af7939c7c1c90acd3836f-p_d.jpg","https://photos.zillowstatic.com/fp/06c8ffdc0278ed518c2bba3b08582059-p_d.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"929000","https://www.zillow.com/homedetails/438-Route-35-N-UNIT-3105-Mantoloking-NJ-08738/2066535951_zpid/","1969"
"West Creek",,,"NJ","262 N Main St",,"08092","3","3","USD","Craftsman style architectural treasure located Waterfront on the Westecunk Creek featuring 3 bedrooms with 2.5 baths. This well-maintained open floor plan home boasts numerous upgrades and amenities including vaulted ceilings; brick gas fireplace; Andersen windows & doors; skylights; recessed lighting; ceiling fans; hardwood floors; owners suite with walk in closet and jetted tub; full appliance package; mirrored closet doors; gas heater and central air systems; new HWH; wrap-around deck and is offered mostly furnished. Enjoy an active waterfront lifestyle on the scenic creek leading directly to the bay. Conveniently located at the foot of Eagleswood Village, all area shopping, transportation GSP Exit 63, Atlantic City and the best beaches of Long Beach Island. Start your family memories today!","FOR_SALE","39.637646","1330","-74.30416","https://photos.zillowstatic.com/fp/2cde7725c26fc76ce2f694da41e6eb0e-p_d.jpg","https://photos.zillowstatic.com/fp/9478e12818e72722f92ec891eb16fa5b-p_d.jpg","https://photos.zillowstatic.com/fp/8c55d82f0a50689fe601716f537b74e8-p_d.jpg","https://photos.zillowstatic.com/fp/b8f1f038a5dec79adc48f57548309f46-p_d.jpg","https://photos.zillowstatic.com/fp/07a36a7884d3544e87198d33a6e0e5e8-p_d.jpg","https://photos.zillowstatic.com/fp/31035c78f1d11a92e1b7b62d6351b0f0-p_d.jpg","https://photos.zillowstatic.com/fp/ededa3c3ee192473c2589f0aa996efc4-p_d.jpg","https://photos.zillowstatic.com/fp/1c6276c24d99a403fe50c4f55f0b85e3-p_d.jpg","https://photos.zillowstatic.com/fp/83c2a7dc4877e6e25f1c9078cc7e4ed8-p_d.jpg","https://photos.zillowstatic.com/fp/d873e033802cfb9d3debab4afe996a46-p_d.jpg","https://photos.zillowstatic.com/fp/a4c553d6bcbd27f2e19e597599181209-p_d.jpg","https://photos.zillowstatic.com/fp/7e440bc730bce3629f147594ca97b1aa-p_d.jpg","https://photos.zillowstatic.com/fp/6f42a199aaa0cf569b03314ca0fabcdf-p_d.jpg","https://photos.zillowstatic.com/fp/308e2df06ff191db0ae5959bc898bbf9-p_d.jpg","https://photos.zillowstatic.com/fp/8dddcc6176f463d475df32db23c84c45-p_d.jpg","https://photos.zillowstatic.com/fp/ef0c207c17b528241cf920e39739c998-p_d.jpg","https://photos.zillowstatic.com/fp/e15cdb05e2cdd82bac6d88b5b98ef4a7-p_d.jpg","https://photos.zillowstatic.com/fp/486503cc57ea1bc6cb54b8cdd6c803d4-p_d.jpg","https://photos.zillowstatic.com/fp/0ef78dee185a7583defb89264dadef30-p_d.jpg","https://photos.zillowstatic.com/fp/52d400742e62047782e3ea2c7c995880-p_d.jpg","https://photos.zillowstatic.com/fp/cbaeb2008f4e6c97aaa01c58ee9e9ad2-p_d.jpg","https://photos.zillowstatic.com/fp/61078be5ae9e22472906e5d9bd94dd95-p_d.jpg","https://photos.zillowstatic.com/fp/290e071e6e1c91763cc8e19423eccc42-p_d.jpg","https://photos.zillowstatic.com/fp/3933063e18740386d22baf8f34e435c1-p_d.jpg","https://photos.zillowstatic.com/fp/f2453fbb7000f387d4770e6c3f79feac-p_d.jpg","https://photos.zillowstatic.com/fp/7aa7e856cf7feb0534ac12bcb73512ad-p_d.jpg","https://photos.zillowstatic.com/fp/5df3e85ce1f6e228dc1ba80f8fa89934-p_d.jpg","https://photos.zillowstatic.com/fp/3976bb5ad1ba709fe3e918231da23f42-p_d.jpg","https://photos.zillowstatic.com/fp/a3822f11fb315c8a0119b26628cbff37-p_d.jpg","https://photos.zillowstatic.com/fp/31c7e0871a855f59ee506d8722663870-p_d.jpg","https://photos.zillowstatic.com/fp/e36207e0144235ccdc27097af6fb6586-p_d.jpg","https://photos.zillowstatic.com/fp/d69252f5421403597c5e2f2d79c3dcfb-p_d.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"350000","https://www.zillow.com/homedetails/262-N-Main-St-West-Creek-NJ-08092/2066547477_zpid/","1930"
"Absecon",,,"NJ","1D Oyster Bay Rd #1D",,"08201","2","2","USD","First floor 2bd,2bath condo currently tenant occupied.","FOR_SALE","39.41714",,"-74.51218","https://photos.zillowstatic.com/fp/c989b5e8e1fe0590493fa2471b3de8a3-p_d.jpg","https://photos.zillowstatic.com/fp/d233bc197bf1872e046d7f1b1ec1cd6e-p_d.jpg","https://photos.zillowstatic.com/fp/9e3e44365bd8a051c705b82bc18eb487-p_d.jpg","https://photos.zillowstatic.com/fp/7cde57a4322b10ee88994ad3a37beea7-p_d.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"94900","https://www.zillow.com/homedetails/1D-Oyster-Bay-Rd-1D-Absecon-NJ-08201/2066545866_zpid/",
"Asbury Park",,,"NJ","7 Centre St SUITE 4103",,"07712","2","2","USD","Fully furnished and professionally decorated Beaumont 1 model is now available. Spacious 1st floor model offers a galley kitchen with family and dining area. Laundry room conveniently located next to kitchen.","FOR_SALE","40.23275","1213","-74.05869","https://photos.zillowstatic.com/fp/8864bb88fdc3053398175beff7fc99db-p_d.jpg","https://photos.zillowstatic.com/fp/e681bebd83b1ea7aac4f91f5bd65ac7f-p_d.jpg","https://photos.zillowstatic.com/fp/1b0c56848763500f3744e965d2c8fc9c-p_d.jpg","https://photos.zillowstatic.com/fp/22d8021444bbdcb353fd36a4cfdb4d56-p_d.jpg","https://photos.zillowstatic.com/fp/ca3c568158fa5dbc2b781729d59828c2-p_d.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"549990","https://www.zillow.com/homedetails/7-Centre-St-SUITE-4103-Asbury-Park-NJ-07712/2066580363_zpid/","2020"
"West New York",,,"NJ","7000 Kennedy Blvd E APT 10B",,"07093","1","1","USD","Beautiful NYC and River views of the NYC skyline through gleaming windows in the full service, luxurious Galaxy Towers.  Featuring a large and spacious renovated 1 Bedroom / 1.5 bath bright and sunny condo.  Fully renovated gourmet kitchen with stainless steel appliances.   A Large Master Bedroom Suite with HUGE Walk in Closet and luxurious spa bath.  Gorgeous shiny wood floors.   A full service building with hotel amenities including spa, health club, 24 hour doorman, indoor/outdoor pool, concierge service, tennis court.   Convenient shopping on premises and all Utilities included!   Close to NYC transportation, Bus, Shopping, Ferry, Restaurants.   Must see!","FOR_SALE","40.79007","932","-74.00057","https://photos.zillowstatic.com/fp/9a58e9f4c9a73053e991a43d120d450e-p_d.jpg","https://photos.zillowstatic.com/fp/337948a11f802a1c4eb8181ebd099599-p_d.jpg","https://photos.zillowstatic.com/fp/85b50494f74bdf878bfd824d2937b29b-p_d.jpg","https://photos.zillowstatic.com/fp/a7bb18883b0b988b8d0c90126359f8c6-p_d.jpg","https://photos.zillowstatic.com/fp/851e15a2fd9dc363419d6e8445fb1841-p_d.jpg","https://photos.zillowstatic.com/fp/06678b95477d956879b65da9c1ac6ce8-p_d.jpg","https://photos.zillowstatic.com/fp/48e0c1a596207b828f797d110491d9f0-p_d.jpg","https://photos.zillowstatic.com/fp/5f47747f60dbda1259c245defae16aa7-p_d.jpg","https://photos.zillowstatic.com/fp/29315087a534a7ff52da00d2e3c4e1cd-p_d.jpg","https://photos.zillowstatic.com/fp/01976473d47bf337422236c0dece6fb1-p_d.jpg","https://photos.zillowstatic.com/fp/a3535ff5be906bc71b83982089c07b52-p_d.jpg","https://photos.zillowstatic.com/fp/6bf5b09f8339beabf862e8549a83503a-p_d.jpg","https://photos.zillowstatic.com/fp/8272a7f3b54e2679bffcd48ecffd2d06-p_d.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"330000","https://www.zillow.com/homedetails/7000-Kennedy-Blvd-E-APT-10B-West-New-York-NJ-07093/2066591268_zpid/",
"Fort Lee",,,"NJ","3 Horizon Rd APT 606",,"07024","2","3","USD","Welcome home - beautifully renovated townhouse style apt with outstanding Hudson River and NYC views from the LR, DR and terrace of this contemporary 3 BR, 2 Bth down split duplex. Entertain in style and relax on the terrace with morning coffee or afternoon cocktails. King sized owner suite with renovated full bath and incredible walk-in closet space. Spacious bedrooms, 2nd full bath and large closets. Horizon House offers 32 acres of park like property with walking paths, pools, tennis, playgrounds, fitness rooms, BBQ area, bagel shop deli, barber shop and more. Maint. includes prop. taxes, U L mortgage, utilities, 24 7 doorman and security, on site mgmt, landscaping, snow removal, common area maint. Monthly maint. $2254.62, cap asses $306.25, premier indoor garage pkg. (space 74) $108, cable internet $48.90, TOTAL $2717.77. Subject to board approval: Min 25% down, 4-to-1 Income-to-Debt Ratio. Minimum cash income required $126, 816.","FOR_SALE","40.838894",,"-73.9742","https://photos.zillowstatic.com/fp/22f82c4b50c1513ffa62d3d9a98370f1-p_d.jpg","https://photos.zillowstatic.com/fp/5ecb0d0ba2da48d7342559bd66d23159-p_d.jpg","https://photos.zillowstatic.com/fp/816491b8d999be0e9d83774093a641df-p_d.jpg","https://photos.zillowstatic.com/fp/f15bf48e6cec6570744310b9194d4dfd-p_d.jpg","https://photos.zillowstatic.com/fp/243c651b6359855e565f8e0dcb71d6a5-p_d.jpg","https://photos.zillowstatic.com/fp/3d623e80f033fd484a673f32db351f83-p_d.jpg","https://photos.zillowstatic.com/fp/a8f11a8296208e7a47cbe535fa053bf7-p_d.jpg","https://photos.zillowstatic.com/fp/35ce2dac2e9bce283ac16717f949f010-p_d.jpg","https://photos.zillowstatic.com/fp/7170e4c4dcf19e4672965e51346dad79-p_d.jpg","https://photos.zillowstatic.com/fp/972c19b133c22836a77384f88c223c14-p_d.jpg","https://photos.zillowstatic.com/fp/480441cc0ef3079ee4e5c3b76869ef2c-p_d.jpg","https://photos.zillowstatic.com/fp/7904ba63692220b332b1101ecd1cc43b-p_d.jpg","https://photos.zillowstatic.com/fp/54dc30de9372f56c4a15fca0f66e1517-p_d.jpg","https://photos.zillowstatic.com/fp/e58fa927ae8057a66305f6d00c5fdda6-p_d.jpg","https://photos.zillowstatic.com/fp/14f26f0139859be9189f95dc02f181f5-p_d.jpg","https://photos.zillowstatic.com/fp/8bb1de6ab4b700288f55593b10f18b34-p_d.jpg","https://photos.zillowstatic.com/fp/8b2a15ed50ffbeecc0828d543e2e7441-p_d.jpg","https://photos.zillowstatic.com/fp/2bb338265538312a0914a1f34e86e1fe-p_d.jpg","https://photos.zillowstatic.com/fp/a58c348374be0ff697883f6bfa39f239-p_d.jpg","https://photos.zillowstatic.com/fp/6f3b74548cd03cd37f1cb113c96e5736-p_d.jpg","https://photos.zillowstatic.com/fp/f5760364fe2efa087b067e480212c972-p_d.jpg","https://photos.zillowstatic.com/fp/8a5065497cda0427fab89c1c3631bf8d-p_d.jpg","https://photos.zillowstatic.com/fp/80687c284e4dbfa7d726f02b7ea21de1-p_d.jpg","https://photos.zillowstatic.com/fp/b3121a178d7c9d216332b3dbea3bb3dd-p_d.jpg","https://photos.zillowstatic.com/fp/85f9aa6a96874e995e24d9d56e6f87fa-p_d.jpg","https://photos.zillowstatic.com/fp/1675742a36118e4c73a8483c22639fc0-p_d.jpg","https://photos.zillowstatic.com/fp/1a029ccd90d60b602736aa0725d1ba07-p_d.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"235000","https://www.zillow.com/homedetails/3-Horizon-Rd-APT-606-Fort-Lee-NJ-07024/2069104203_zpid/",
"Manahawkin",,,"NJ","40 Ralph Ln",,"08050","3","4","USD","Professional photos will be posted soon. Built in 2006 this home is seconds to the bay. Enjoy an open floor plan with an extra large kitchen, 4 bedrooms and 3 full baths.  You can store your boat on a lift or tie up to the floating dock with 2 connecting ez docks for your jet skis. You can store all your boating needs in the large shed or use the space in a 1500 sq ft garage.  The kitchen has all stainless appliances,  brand new AC units were installed 6 months ago and there is an oversized master suite to enjoy. There is also a sauna to relax in. If you’re looking for a home that has it all in the perfect location don’t miss this one. Owner is a licensed NJ realtor. ","FOR_SALE","39.657063","2950","-74.22285","https://photos.zillowstatic.com/fp/fffac464198fef5dbebc7cdff409e723-p_d.jpg","https://photos.zillowstatic.com/fp/a75fa1b91ce2ff0f437baf9519ac16c3-p_d.jpg","https://photos.zillowstatic.com/fp/a224023bb2756ea3187fd64c67bccc8c-p_d.jpg","https://photos.zillowstatic.com/fp/2af4e3e21b68c3f8d78114c78cfd35a5-p_d.jpg","https://photos.zillowstatic.com/fp/1c065837e95ff2a94f44990d8fa697d2-p_d.jpg","https://photos.zillowstatic.com/fp/7afa22db4ede9241ed5f1b46b3e1d8f7-p_d.jpg","https://photos.zillowstatic.com/fp/a9542df92421051d21fc261df680e4ec-p_d.jpg","https://photos.zillowstatic.com/fp/6283429d62def180d026cc59c2c00019-p_d.jpg","https://photos.zillowstatic.com/fp/8448b18aaa2026d073e1249257665387-p_d.jpg","https://photos.zillowstatic.com/fp/686215b94be58ab0a2cf87d3ec537a44-p_d.jpg","https://photos.zillowstatic.com/fp/723c8fdf9c95790908d7856024a612b0-p_d.jpg","https://photos.zillowstatic.com/fp/cbbaac4039f4d2e9a677175a22823cba-p_d.jpg","https://photos.zillowstatic.com/fp/d19a11c80fbd40ee6e3dbee16eccb539-p_d.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1230000","https://www.zillow.com/homedetails/40-Ralph-Ln-Manahawkin-NJ-08050/39706222_zpid/","2006"
"Toms River",,,"NJ","1181 Fischer Blvd",,"08753","0",,"USD","Approval in place for a 4,279 sq, ft, Day Care  Facility.  The first floor consists of 2 Nurseries, 4 Classroom areas, Lobby and an office.  The second floor Mezzanine has storage, Staff Lounge and a Kitchen. There is also an outside Play area. Maximum Capacity 63 Children. Priced for Real Estate and approvals.  A township may also consider Medical Office Space, possible Apartments.","FOR_SALE","39.990517",,"-74.1478","https://photos.zillowstatic.com/fp/83b56359505164647a17c1815dbd9c55-p_d.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"399900","https://www.zillow.com/homedetails/1181-Fischer-Blvd-Toms-River-NJ-08753/175679697_zpid/",
"Willingboro",,,"NJ","7 Northgate Ct",,"08046","3","4","USD","Investors special - Vacant 2 car garage colonial on a cul de sac being sold as is leased Solar panels around $100 a month Please send offers with proof of funds agent is equitable owner","FOR_SALE","40.037994","2312","-74.85505","https://photos.zillowstatic.com/fp/bc497a63d67239ebcf5bfce4effa9354-p_d.jpg","https://photos.zillowstatic.com/fp/b890967e7e10cbe2b5705a2e8650f5c1-p_d.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"229000","https://www.zillow.com/homedetails/7-Northgate-Ct-Willingboro-NJ-08046/38182711_zpid/","1968"
