"address/city","address/community","address/neighborhood","address/state","address/streetAddress","address/subdivision","address/zipcode","bathrooms","bedrooms","currency","description","homeStatus","latitude","livingArea","longitude","photos/0","photos/1","photos/2","photos/3","photos/4","photos/5","photos/6","photos/7","photos/8","photos/9","photos/10","photos/11","photos/12","photos/13","photos/14","photos/15","photos/16","photos/17","photos/18","photos/19","photos/20","photos/21","photos/22","photos/23","photos/24","photos/25","photos/26","photos/27","photos/28","photos/29","photos/30","photos/31","photos/32","photos/33","photos/34","photos/35","photos/36","photos/37","photos/38","photos/39","photos/40","photos/41","photos/42","photos/43","photos/44","photos/45","photos/46","photos/47","photos/48","photos/49","photos/50","photos/51","photos/52","photos/53","photos/54","photos/55","photos/56","photos/57","photos/58","photos/59","photos/60","photos/61","photos/62","photos/63","photos/64","photos/65","photos/66","photos/67","photos/68","photos/69","photos/70","photos/71","photos/72","photos/73","photos/74","photos/75","photos/76","photos/77","photos/78","photos/79","photos/80","photos/81","photos/82","photos/83","photos/84","photos/85","photos/86","photos/87","photos/88","photos/89","photos/90","photos/91","photos/92","photos/93","photos/94","photos/95","photos/96","photos/97","photos/98","photos/99","price","url","yearBuilt"
"Poughkeepsie",,,"NY","31 Carroll St",,"12601","2","3","USD","Recently renovated charming single-family residence.  New modernized kitchen / layout with new 1/2 bath.  New roof, exterior and interior painted.  All new bathroom fixtures and tile.   New exterior deck off master bedroom.  New 200 amp elec service.  New electric hot water heater and gas-fired boiler. Nice quiet neighborhood.","FOR_SALE","41.697388","1165","-73.92675","https://photos.zillowstatic.com/fp/4b37470ee3a2f48d0efa5226eef27c12-p_d.jpg","https://photos.zillowstatic.com/fp/656289236c7bd175a04db9a8333303d8-p_d.jpg","https://photos.zillowstatic.com/fp/4aa9d6364b314da55f4005c6672cbe59-p_d.jpg","https://photos.zillowstatic.com/fp/f65ebd3a2719ef568ae42fe42f0d3090-p_d.jpg","https://photos.zillowstatic.com/fp/2ccf89698011ede9d1d147f1e0d579e8-p_d.jpg","https://photos.zillowstatic.com/fp/d7517e85b0c4f29d2fa1a8007985e6ab-p_d.jpg","https://photos.zillowstatic.com/fp/53ac2ec73e718fc66b1ddae067a5a8bf-p_d.jpg","https://photos.zillowstatic.com/fp/598c7035a9148e9384bb7b558c9ac072-p_d.jpg","https://photos.zillowstatic.com/fp/2dbd4cc4ab149a2682ee018e91a33cbc-p_d.jpg","https://photos.zillowstatic.com/fp/8514eb541a07768189fca7184a5c4740-p_d.jpg","https://photos.zillowstatic.com/fp/559e086d23d59040d4a152861d3fa46d-p_d.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"284000","https://www.zillow.com/homedetails/31-Carroll-St-Poughkeepsie-NY-12601/30082881_zpid/","1880"
"Corning",,,"NY","213 Pine St",,"14830","2","5","USD","Beautiful single family home on Corning’s Historical Southside Hill.  
The first floor offers a bright and open floor plan. The kitchen with granite counter tops and center island is open to the dining room. There is a 7x7 pantry, a den/children playroom and entry to the side yard and deck directly off the kitchen. 
In addition the first floor has an office, living room, laundry room and full bath. 
The second story has 5 bedrooms, a full bath and a three season porch.
A new roof and furnace was installed in 2019. The house also contains a second source of heat; a pellet stove located in the living room. 
Walking distance to Corning’s Historical Market Street and Frederick Carder Elementary School.
","FOR_SALE","42.13869","2636","-77.05629","https://photos.zillowstatic.com/fp/b365065856b783dd89a7c6517080019d-p_d.jpg","https://photos.zillowstatic.com/fp/31b9759bc379460d5c9a6421233db8f1-p_d.jpg","https://photos.zillowstatic.com/fp/5b191550f203d8fbc12340d9fd75241b-p_d.jpg","https://photos.zillowstatic.com/fp/b9be16baef34accf135730b4b69e93e5-p_d.jpg","https://photos.zillowstatic.com/fp/72b86ed11080820848b926771546844e-p_d.jpg","https://photos.zillowstatic.com/fp/de7e10fec693c52b0108f5c521998aca-p_d.jpg","https://photos.zillowstatic.com/fp/34133152c364341b588537c33327b126-p_d.jpg","https://photos.zillowstatic.com/fp/513c5410664c91265a0085c8f9ee5218-p_d.jpg","https://photos.zillowstatic.com/fp/8fc9e3e3f91eb42ae18c6eee6d22baca-p_d.jpg","https://photos.zillowstatic.com/fp/1e16e1f56da6ef3d906e1c6194780ab4-p_d.jpg","https://photos.zillowstatic.com/fp/afa0c576919da603a2e9e184d5787261-p_d.jpg","https://photos.zillowstatic.com/fp/9a45a21b9874b3d2e64616753bb595ea-p_d.jpg","https://photos.zillowstatic.com/fp/490e44062efcf7ef2ad2c321effcc7df-p_d.jpg","https://photos.zillowstatic.com/fp/b30812b3d229b7f8e1b73425f5a4d271-p_d.jpg","https://photos.zillowstatic.com/fp/7473ef6a7547d3cd9b5ae984bcc4e651-p_d.jpg","https://photos.zillowstatic.com/fp/2c3c8cdf4e58f10438f7b97153f9f20a-p_d.jpg","https://photos.zillowstatic.com/fp/c2cc90bdb43844831a709286b213cf5a-p_d.jpg","https://photos.zillowstatic.com/fp/cba069bd248ff38efd9dc4e2d28ccddb-p_d.jpg","https://photos.zillowstatic.com/fp/ca578f2d18940504664368bd6217a87f-p_d.jpg","https://photos.zillowstatic.com/fp/ce920d6eaadb78026eb2342ba0807ea2-p_d.jpg","https://photos.zillowstatic.com/fp/abbc80cc4c8d06059936a249587a450a-p_d.jpg","https://photos.zillowstatic.com/fp/8de4467206c4af2a6fbd642ede57a0fa-p_d.jpg","https://photos.zillowstatic.com/fp/9896fc8018a6410875657a6b0aa1805b-p_d.jpg","https://photos.zillowstatic.com/fp/dbc377a7dc76c767a7bfbb954c1c13b8-p_d.jpg","https://photos.zillowstatic.com/fp/86778f99b7bb2575571daee4b49fdf3b-p_d.jpg","https://photos.zillowstatic.com/fp/e9392d0df2074fb6d447463b5bcbe71c-p_d.jpg","https://photos.zillowstatic.com/fp/68338dda7367898c5de68f9d7cbbc342-p_d.jpg","https://photos.zillowstatic.com/fp/3f87331fe12e5b88a4f85ec21137e82d-p_d.jpg","https://photos.zillowstatic.com/fp/beea21da10e20cbc6a5631fca413b653-p_d.jpg","https://photos.zillowstatic.com/fp/7e02150c8a562386297ad3bf985a8d8b-p_d.jpg","https://photos.zillowstatic.com/fp/bb39109f8d805528f7367f4aaa488b6d-p_d.jpg","https://photos.zillowstatic.com/fp/68c296b49b73f14c0e14afe97af6c1c6-p_d.jpg","https://photos.zillowstatic.com/fp/c796b163694fe035fe5dee651ef7c613-p_d.jpg","https://photos.zillowstatic.com/fp/565941a0c495adf3e579b316f04b0111-p_d.jpg","https://photos.zillowstatic.com/fp/0d9a2d0fb3834b8c90f3e81e11ab87ed-p_d.jpg","https://photos.zillowstatic.com/fp/bb2277dfb96ed15ffc5fce63a769ee21-p_d.jpg","https://photos.zillowstatic.com/fp/e8dccaf6a331e813e9d993c9e60aac5a-p_d.jpg","https://photos.zillowstatic.com/fp/86237306a2155ca68fa48810714c0126-p_d.jpg","https://photos.zillowstatic.com/fp/811df84ee0739c4f50c9e08012b07b5f-p_d.jpg","https://photos.zillowstatic.com/fp/89e0aac1a174b248e6172e4ffb3cd64b-p_d.jpg","https://photos.zillowstatic.com/fp/ff1d9555b1aac57f6ba39775986d5cf9-p_d.jpg","https://photos.zillowstatic.com/fp/4296901334d064f6b28b7a88ec2380ad-p_d.jpg","https://photos.zillowstatic.com/fp/c455791116da8da9545c7d79ff0d5978-p_d.jpg","https://photos.zillowstatic.com/fp/b6a31a6085a11038db60611edfdde1f8-p_d.jpg","https://photos.zillowstatic.com/fp/1d052066a01f8a3736452051d53708d8-p_d.jpg","https://photos.zillowstatic.com/fp/11aeca369eac9d5f761ec84b0fa5c22c-p_d.jpg","https://photos.zillowstatic.com/fp/a86195573178b7816d7089aca6c007a1-p_d.jpg","https://photos.zillowstatic.com/fp/68ecb463e3c87e95ade2e3b48f6f4be5-p_d.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"229000","https://www.zillow.com/homedetails/213-Pine-St-Corning-NY-14830/32564749_zpid/","1865"
"Glenmont",,,"NY","32 Domenico Dr",,"12077","3","4","USD","Beautiful colonial with large, private lot on cul-de-sac in Bethlehem School district. 4 large bedrooms with spacious closets.  New water heater and furnace with transferrable, 10 year warranty. Updated flooring, bathroom vanities and mud room. Finished basement, granite countertops and stainless steel appliances in the kitchen.  ","FOR_SALE","42.60522","2535","-73.798706","https://photos.zillowstatic.com/fp/f069643b6ae282bf088ee1051d05b799-p_d.jpg","https://photos.zillowstatic.com/fp/ac99819b94a445b8867016840b9771ad-p_d.jpg","https://photos.zillowstatic.com/fp/a73c4d23dc68434cb37ae8619b612f80-p_d.jpg","https://photos.zillowstatic.com/fp/7c77ba3a3deeb7b60ca1711a061accc4-p_d.jpg","https://photos.zillowstatic.com/fp/2b84df0d8ba7522f664a3156e09af8e9-p_d.jpg","https://photos.zillowstatic.com/fp/aa5408108c610d3a1ccfaee5c5b5e621-p_d.jpg","https://photos.zillowstatic.com/fp/6e7af239d165622c226f70a2f515c7bb-p_d.jpg","https://photos.zillowstatic.com/fp/5f668e47715e097e7bc69d53afc0e26a-p_d.jpg","https://photos.zillowstatic.com/fp/dcdfcdd2bc910bdf0362502b0a2cdbdd-p_d.jpg","https://photos.zillowstatic.com/fp/a7cdbbf8095dbe5a5089f66f0e3b71ff-p_d.jpg","https://photos.zillowstatic.com/fp/6a8c65d9cb7c54edc556ba81c01727d9-p_d.jpg","https://photos.zillowstatic.com/fp/eb4c27d5c56f4bc2716facb3af2bcd99-p_d.jpg","https://photos.zillowstatic.com/fp/63a958908550910052c4b6f9e0223690-p_d.jpg","https://photos.zillowstatic.com/fp/a10936c657ce18120d9ff66e118f40fb-p_d.jpg","https://photos.zillowstatic.com/fp/747145d7f8d529db93fd774ed3f4bc0c-p_d.jpg","https://photos.zillowstatic.com/fp/dfc7ace40b47b5453276780e05acd5ac-p_d.jpg","https://photos.zillowstatic.com/fp/82f9d4c18a644ff2d95dd29047622c04-p_d.jpg","https://photos.zillowstatic.com/fp/e1d6053eebeea32d522d1f0bd4f4df73-p_d.jpg","https://photos.zillowstatic.com/fp/32918f7e56955a0067927a2a5cf1c994-p_d.jpg","https://photos.zillowstatic.com/fp/7f2eea447af8a8659a6d78eff52c241f-p_d.jpg","https://photos.zillowstatic.com/fp/368ed0ad157ec25e3627e1f7c9ba0376-p_d.jpg","https://photos.zillowstatic.com/fp/074904c141aafc395776501fcb5cc40c-p_d.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"479000","https://www.zillow.com/homedetails/32-Domenico-Dr-Glenmont-NY-12077/145665679_zpid/","2000"
"Blossvale",,,"NY","7436 State Route 13",,"13308","1","2","USD","For sale by owner: $84,000
2 bedroom 1 bath house for sale in blossvale close to sylvan beach. It has many updates including newer windows, flooring throughout, furnace and hot water tank. Located on a large private lot with  pond. If you are interested please call/text at 315-868-8854
https://www.facebook.com/marketplace/item/351729830213305/
No emails
Thank you","FOR_SALE","43.221817","842","-75.72933","https://photos.zillowstatic.com/fp/4e536ccab4a755a96db9d361680df035-p_d.jpg","https://photos.zillowstatic.com/fp/b305ccd8156cdcdd8f79807a6d325a83-p_d.jpg","https://photos.zillowstatic.com/fp/173a885ce5ba6963e105c8e7b8f2f660-p_d.jpg","https://photos.zillowstatic.com/fp/4161be45a1c30e423522be2f548f25ee-p_d.jpg","https://photos.zillowstatic.com/fp/ff5fc47da7f5a321989731a19e519ee7-p_d.jpg","https://photos.zillowstatic.com/fp/07c4f3f229274bc2f97221c501aa4403-p_d.jpg","https://photos.zillowstatic.com/fp/b9564cb6f10968d4d5da18fea7ac88b8-p_d.jpg","https://photos.zillowstatic.com/fp/769aa529836705fc4cbc91f7a4df9607-p_d.jpg","https://photos.zillowstatic.com/fp/23c45dea81157203d28e24c0897b2345-p_d.jpg","https://photos.zillowstatic.com/fp/8b454ea243d24aeb25eed1b0d888fa88-p_d.jpg","https://photos.zillowstatic.com/fp/26db557b9365fd8f9f2d97afd36a0459-p_d.jpg","https://photos.zillowstatic.com/fp/979b2d34170ef064434e2c361d14b686-p_d.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"84000","https://www.zillow.com/homedetails/7436-State-Route-13-Blossvale-NY-13308/31614281_zpid/","1950"
"West Babylon",,,"NY","691 Lakeway Dr",,"11704","4","4","USD","Call me 631/867/6876 no agents allowed. Located in the Desirable Area of Belmont Estates in West Babylon within the North Babylon School District, this Large 4 Bedroom, 2 Full, 2 Half Bath Colonial Home features a Living Room with Fireplace, brand new Spacious Eat-In Kitchen with Sliders to Deck, Patio and Huge Fenced-In Yard, a Full brand new Basement with a wet bar, Master Bedroom with Full Bath, Wood Floors, Central Air Conditioning, Washer/Dryer and 2 Car Attached Garage. Close Proximity to the Beautiful Belmont Lake, Park and Trails, Major Highways, Shopping, Schools and Public Transportation. Please if your an agent. Do not call me. I’ve made my mind up I do not need your services. Thank you for your anticipated cooperation. Home buyers please have your pre approval ready. Your going to email it to set a time to see the home. Please leave your name and number with the desired time you want to see your new home. Gingerclark927@yahoo.com","FOR_SALE","40.73303","3000","-73.35218","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=400x300&zoom=17&center=40.733028411865234,-73.35218048095703&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&&signature=xMl6G0SCb5dNBKR9j4wXeSSjAq4=",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"750000","https://www.zillow.com/homedetails/691-Lakeway-Dr-West-Babylon-NY-11704/32622598_zpid/","1965"
"Marcy",,,"NY","9249 Shadetree Ln",,"13403","3","3","USD","Quality Custom Built home. First Floor Master Bedroom. Jacuzzi, 20 X 20 Deck and Above Ground Pool. Has both a Family Room & Living Room. All Appliances are Included. An absolutely perfect location. Private and desirable Cul-de-sac. Private picturesque backyard.","FOR_SALE","43.147533","2217","-75.27186","https://photos.zillowstatic.com/fp/826092b11bdc913e14b979f5ebc8d650-p_d.jpg","https://photos.zillowstatic.com/fp/ac5f01f0f84e210d5ccd3fb9fe719f8c-p_d.jpg","https://photos.zillowstatic.com/fp/d79bb0456ea6e5549ce9cf9df92ceb41-p_d.jpg","https://photos.zillowstatic.com/fp/31a6281a78f4b5cf87b985faf125203b-p_d.jpg","https://photos.zillowstatic.com/fp/46d3755b744951f9459367c83d1e9b37-p_d.jpg","https://photos.zillowstatic.com/fp/a0ccbd6baadad0516032789ac45bd9af-p_d.jpg","https://photos.zillowstatic.com/fp/fd2fac66803225f71be48b5442d17479-p_d.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"389000","https://www.zillow.com/homedetails/9249-Shadetree-Ln-Marcy-NY-13403/143317089_zpid/","2000"
"Oceanside",,,"NY","2696 Evans Rd",,"11572","3","4","USD","Split level 4BD, 2.5 Bath, EIK, DR, Living room with vaulted ceiling and bay window, den, wood floors, garage, basement, attic and large backyard with patio, 2 A/C's, W/D, gas heat.  School District #3 - TAXES: $15,374    NO REALTORS

Upon entering the home one ascends the stairs into a vaulted ceiling living room, connecting to dining rooms and kitchen.  Both living room and dining room have bay windows.  Walking up 6 steps is 3 bedrooms,  full bath and a master bath.  Walking down 6 steps is a family room ,  4th bedroom and a half bath.","FOR_SALE","40.64501","1776","-73.62302","https://photos.zillowstatic.com/fp/bd81da13add071f43ecc65cacea8501a-p_d.jpg","https://photos.zillowstatic.com/fp/7b5e7f092bc2a6ff276401456fc9b71f-p_d.jpg","https://photos.zillowstatic.com/fp/11d95658282acb20b07da6b6cd8e7758-p_d.jpg","https://photos.zillowstatic.com/fp/4533296fe5a0caf9f8b1fd7dda062972-p_d.jpg","https://photos.zillowstatic.com/fp/1ec11a8ba307c66738fa424a66347546-p_d.jpg","https://photos.zillowstatic.com/fp/c699a21a48914fe5b95f75adbb05cac7-p_d.jpg","https://photos.zillowstatic.com/fp/50676791f5ee5b1c23e4746210e89eb5-p_d.jpg","https://photos.zillowstatic.com/fp/c0ec5e2a5639272235c44b3fb9229c60-p_d.jpg","https://photos.zillowstatic.com/fp/e16abc6fa087a6f115a912405a53136a-p_d.jpg","https://photos.zillowstatic.com/fp/e675871b78558550c742972b2e82057a-p_d.jpg","https://photos.zillowstatic.com/fp/2b787641b7ab1a8a6446b093228e8d25-p_d.jpg","https://photos.zillowstatic.com/fp/9804685746a8009f2958e06e5ec4d681-p_d.jpg","https://photos.zillowstatic.com/fp/5c23f220c8b5a4a326d19c1f23bb8a37-p_d.jpg","https://photos.zillowstatic.com/fp/f674e212ba0150f0aaa0a0fef46d344d-p_d.jpg","https://photos.zillowstatic.com/fp/555b501062a06481b52340e7ddd9bedc-p_d.jpg","https://photos.zillowstatic.com/fp/5aa9f88568ed33e1b15458989fa88053-p_d.jpg","https://photos.zillowstatic.com/fp/1958a18243ec6afc68996f0ca85ecdf2-p_d.jpg","https://photos.zillowstatic.com/fp/b4de87c2ce53f00a991fef05e00d3d11-p_d.jpg","https://photos.zillowstatic.com/fp/c67a21b1693a036de979c2cec709c960-p_d.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"685000","https://www.zillow.com/homedetails/2696-Evans-Rd-Oceanside-NY-11572/31369541_zpid/","1958"
"Ridgewood",,,"NY","60-55 67th Ave",,"11385","3","4","USD","Welcome to 60-55 67th Ave beautiful, barrel front, brick, two-story townhouse located on a wide, residential street in the heart of Ridgewood. Spanning approximately 2,760 sq ft over three floors including cellar. Building is 20x50 sq ft big and sits on   a 20x71.25 sq ft lot. Townhouse consists of two apartments with total of four bedrooms and two full and one-half bathrooms. Step over to the owner's main floor duplex which features open layout living room connected with dining room and a kitchen towards the   back of the house. Kitchen features a wall of cherry wood cabinets, stainless steel appliances and granite counters and an access to the backyard, recently renovated and equipped with a new wooden fence and a wooden deck where you could enjoy Summer BBQ's.   Stepping back to the apartment, you would go back through the living room which smoothly transitions, through gliding pocket doors, to the middle room with lots of closets and then to a large, king size, sunny bedroom with lots of windows and other closets   galore. There is also a full, tilled bathroom with a linen closet on this level. From the foyer, elegant, wooden staircase leads to the lower, cellar level of the duplex which features two large rooms and a half bathroom, as well as, a utility room with washer   and a drier, boiler, furnace and central A/C unit. One of the rooms on this level was used as a home office and features classic, custom-made office furniture. There is also lots of custom-made storage spaces and closets in the hallway on this level, as well   as, a separate entrance to the house. On the second, upper floor of the townhouse you will find a very bright and sunny, three-bedroom apartment with a beautiful, windowed kitchen with stainless steel appliances and granite counters, a living/dining room,   full bathroom with a bath and shower. Throughout both apartments there are original, beautifully preserved hardwood floors. Key Features: Excellent Light, Deck, Backyard, Central Air, Great Closet Space, High Ceilings, Tall Doors, Harwood Floors, Low Annual   Taxes. This awesome house is very conveniently located close to all: shopping, dining, banking and transportation with very short, one block distance to the M train. Local hotspots include: Cute Cat Caffe, Las Margaritas (Mexican), Varenyk House (Ukrainian),   Antica Trattoria (Italian), Eagles Bar & Grill (American), Jin (Ramen Restaurant).","FOR_SALE","40.705364",,"-73.89825","https://photos.zillowstatic.com/fp/e435f83fdbd30a199ffee0d0e94ed180-p_d.jpg","https://photos.zillowstatic.com/fp/bc766ae7e3c47e5f37f08b6ce94acdb7-p_d.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1150000","https://www.zillow.com/homedetails/60-55-67th-Ave-Ridgewood-NY-11385/2065515168_zpid/",
"Newburgh",,,"NY","LOT 101 Holiday Park",,"12550","0",,"USD","Tax ID 88-4-1

31x151
Newburgh, Orange County NY.
Res. Vacant Land. 
Call 212-601-2720","FOR_SALE","41.525967",,"-74.12622","https://photos.zillowstatic.com/fp/739c93bed9ddb83dc60bf5d84da91ab4-p_d.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1999","https://www.zillow.com/homedetails/LOT-101-Holiday-Park-Newburgh-NY-12550/2065514273_zpid/",
"Bayside",,,"NY","(Undisclosed Address)",,"11361","1","1","USD","1 Bedroom Apartment walking distance to the BAYSIDE LIRR Station, RENOVATED Kitchen, HUGE Living Room and Dining Area, LOTS of Closet Space, WOOD Floors, WASHER and DRYER in the Basement, Absent Landlord, $1850 with heat and Hot Water. PLEASE CALL. I prefer you call rather than email or text. I will get back to missed calls FIRST. Thank you.

Walk to Bayside LIRR Station.","FOR_RENT",,,,"https://photos.zillowstatic.com/fp/546d0507a9abd989555af3f5abadb370-p_d.jpg","https://photos.zillowstatic.com/fp/5985b3b73448a4718d65f90d0b408049-p_d.jpg","https://photos.zillowstatic.com/fp/f57fe72abbe945d517c224ddc72caa4b-p_d.jpg","https://photos.zillowstatic.com/fp/e39c5a5b296948684f63572b35258622-p_d.jpg","https://photos.zillowstatic.com/fp/020bfbc67d00de62ec4d8918891eb81e-p_d.jpg","https://photos.zillowstatic.com/fp/e0c8563c952520b6c595e43425c530e2-p_d.jpg","https://photos.zillowstatic.com/fp/006cf3749d04161d60f485bd0cf1f41b-p_d.jpg","https://photos.zillowstatic.com/fp/33e6a6d8f48f9253c4ed935c0edf5c80-p_d.jpg","https://photos.zillowstatic.com/fp/536a52df109bb704832144e62213458e-p_d.jpg","https://photos.zillowstatic.com/fp/e2252e2d4c4f5965f8018eb5134e73e6-p_d.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1850","https://www.zillow.com/homedetails/Bayside-NY-11361/2072211626_zpid/",
"College Pt",,,"NY","(Undisclosed Address)",,"11356","1","2","USD","Two Bedrooms, one bathroom, rent 3fl , including heat and hot water.
close to all shopping ... $1.750","FOR_RENT",,,,"https://photos.zillowstatic.com/fp/2289be9c50ee2be2186398f0bd9cd5da-p_d.jpg","https://photos.zillowstatic.com/fp/a35a8314ec32f5862bdcf510e6433ce9-p_d.jpg","https://photos.zillowstatic.com/fp/6277225264bdcab5cad7d20120ddebf3-p_d.jpg","https://photos.zillowstatic.com/fp/4c6c4ef444f867f1fd71dbb635651669-p_d.jpg","https://photos.zillowstatic.com/fp/a3d9acf42e95899d106a0e11530e7adb-p_d.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1750","https://www.zillow.com/homedetails/College-Pt-NY-11356/2065514534_zpid/",
